cliente_id,codigo_cliente,razao_social,segmento,cidade,uf,data_cadastro,ativo
353,CLI000353,Cliente 0353,Mercadinho,Feira de Santana,BA,2023-03-19,True
354,CLI000354,Cliente 0354,Conveniência,Feira de Santana,BA,2025-06-13,True
355,CLI000355,Cliente 0355,Conveniência,Caucaia,CE,2021-09-24,True
356,CLI000356,Cliente 0356,Mercadinho,Fortaleza,CE,2024-04-27,True
357,CLI000357,Cliente 0357,Restaurante,Feira de Santana,BA,2021-11-09,True
358,CLI000358,Cliente 0358,Bar,São Luís,MA,2022-06-18,True
359,CLI000359,Cliente 0359,Supermercado,Feira de Santana,BA,2025-11-13,True
360,CLI000360,Cliente 0360,Supermercado,Olinda,PE,2021-02-09,True
361,CLI000361,Cliente 0361,Conveniência,Caucaia,CE,2024-06-12,True
362,CLI000362,Cliente 0362,Restaurante,Fortaleza,CE,2024-06-25,True
363,CLI000363,Cliente 0363,Mercadinho,Caucaia,CE,2022-07-15,True
364,CLI000364,Cliente 0364,Mercadinho,Feira de Santana,BA,2021-02-12,True
365,CLI000365,Cliente 0365,Bar,Salvador,BA,2021-05-14,True
366,CLI000366,Cliente 0366,Conveniência,Maracanaú,CE,2025-04-19,True
367,CLI000367,Cliente 0367,Supermercado,Feira de Santana,BA,2022-05-10,True
368,CLI000368,Cliente 0368,Mercadinho,Caucaia,CE,2022-07-09,True
369,CLI000369,Cliente 0369,Mercadinho,São Luís,MA,2023-05-08,True
370,CLI000370,Cliente 0370,Atacado,São Luís,MA,2025-04-15,True
371,CLI000371,Cliente 0371,Mercadinho,Olinda,PE,2024-06-27,True
372,CLI000372,Cliente 0372,Bar,Salvador,BA,2023-07-27,True
373,CLI000373,Cliente 0373,Restaurante,Caucaia,CE,2023-10-23,True
374,CLI000374,Cliente 0374,Supermercado,Salvador,BA,2024-06-10,True
375,CLI000375,Cliente 0375,Atacado,São Luís,MA,2022-06-13,True
376,CLI000376,Cliente 0376,Restaurante,Feira de Santana,BA,2021-10-07,True
377,CLI000377,Cliente 0377,Conveniência,Caucaia,CE,2025-01-24,True
378,CLI000378,Cliente 0378,Bar,Recife,PE,2023-12-03,True
379,CLI000379,Cliente 0379,Conveniência,Feira de Santana,BA,2024-03-21,True
380,CLI000380,Cliente 0380,Conveniência,Olinda,PE,2022-12-14,True
381,CLI000381,Cliente 0381,Bar,Maracanaú,CE,2025-08-19,True
382,CLI000382,Cliente 0382,Atacado,Feira de Santana,BA,2021-06-23,True
383,CLI000383,Cliente 0383,Mercadinho,Maracanaú,CE,2022-11-22,True
384,CLI000384,Cliente 0384,Atacado,Fortaleza,CE,2024-06-26,True
385,CLI000385,Cliente 0385,Mercadinho,Fortaleza,CE,2023-04-17,True
386,CLI000386,Cliente 0386,Bar,Recife,PE,2023-07-15,True
387,CLI000387,Cliente 0387,Restaurante,Caucaia,CE,2021-08-04,True
388,CLI000388,Cliente 0388,Mercadinho,Maracanaú,CE,2022-06-10,True
389,CLI000389,Cliente 0389,Atacado,Recife,PE,2024-06-16,True
390,CLI000390,Cliente 0390,Restaurante,São Luís,MA,2021-05-02,True
391,CLI000391,Cliente 0391,Mercadinho,Maracanaú,CE,2023-11-04,True
392,CLI000392,Cliente 0392,Conveniência,Caucaia,CE,2022-09-06,True
393,CLI000393,Cliente 0393,Atacado,Salvador,BA,2024-08-08,True
394,CLI000394,Cliente 0394,Supermercado,Caucaia,CE,2024-07-01,True
395,CLI000395,Cliente 0395,Bar,Recife,PE,2025-07-13,False
396,CLI000396,Cliente 0396,Supermercado,Recife,PE,2023-12-26,True
397,CLI000397,Cliente 0397,Atacado,Maracanaú,CE,2022-06-11,True
398,CLI000398,Cliente 0398,Restaurante,Maracanaú,CE,2024-09-21,True
399,CLI000399,Cliente 0399,Atacado,Feira de Santana,BA,2024-10-04,True
400,CLI000400,Cliente 0400,Atacado,São Luís,MA,2022-11-23,True
401,CLI000401,Cliente 0401,Conveniência,Maracanaú,CE,2022-06-04,True
402,CLI000402,Cliente 0402,Supermercado,Maracanaú,CE,2023-12-05,True
403,CLI000403,Cliente 0403,Atacado,Feira de Santana,BA,2022-10-13,True
404,CLI000404,Cliente 0404,Conveniência,São Luís,MA,2025-12-21,True
405,CLI000405,Cliente 0405,Atacado,Caucaia,CE,2022-08-10,True
406,CLI000406,Cliente 0406,Bar,Salvador,BA,2025-01-28,True
407,CLI000407,Cliente 0407,Bar,Fortaleza,CE,2022-04-27,True
408,CLI000408,Cliente 0408,Bar,São Luís,MA,2024-07-23,True
409,CLI000409,Cliente 0409,Supermercado,São Luís,MA,2021-10-01,True
410,CLI000410,Cliente 0410,Restaurante,Recife,PE,2021-05-08,True
411,CLI000411,Cliente 0411,Bar,Caucaia,CE,2025-12-25,True
412,CLI000412,Cliente 0412,Atacado,Maracanaú,CE,2021-05-25,True
413,CLI000413,Cliente 0413,Atacado,Salvador,BA,2021-12-15,True
414,CLI000414,Cliente 0414,Mercadinho,Feira de Santana,BA,2022-05-28,True
415,CLI000415,Cliente 0415,Restaurante,São Luís,MA,2023-02-15,True
416,CLI000416,Cliente 0416,Supermercado,Maracanaú,CE,2022-12-19,True
417,CLI000417,Cliente 0417,Supermercado,Feira de Santana,BA,2025-03-26,True
418,CLI000418,Cliente 0418,Mercadinho,Recife,PE,2025-06-18,True
419,CLI000419,Cliente 0419,Restaurante,Caucaia,CE,2023-05-19,True
420,CLI000420,Cliente 0420,Supermercado,Maracanaú,CE,2024-01-09,True
421,CLI000421,Cliente 0421,Conveniência,Caucaia,CE,2022-04-05,True
422,CLI000422,Cliente 0422,Conveniência,Recife,PE,2024-08-05,True
423,CLI000423,Cliente 0423,Conveniência,Olinda,PE,2024-07-15,True
424,CLI000424,Cliente 0424,Bar,Maracanaú,CE,2025-12-09,True
425,CLI000425,Cliente 0425,Bar,Salvador,BA,2024-06-19,False
426,CLI000426,Cliente 0426,Conveniência,Maracanaú,CE,2024-11-22,True
427,CLI000427,Cliente 0427,Atacado,Maracanaú,CE,2024-04-14,True
428,CLI000428,Cliente 0428,Restaurante,São Luís,MA,2023-05-11,True
429,CLI000429,Cliente 0429,Atacado,Caucaia,CE,2024-06-22,True
430,CLI000430,Cliente 0430,Mercadinho,Fortaleza,CE,2024-01-04,True
431,CLI000431,Cliente 0431,Bar,Caucaia,CE,2024-01-14,True
432,CLI000432,Cliente 0432,Conveniência,Caucaia,CE,2023-03-28,True
433,CLI000433,Cliente 0433,Mercadinho,Olinda,PE,2023-05-03,True
434,CLI000434,Cliente 0434,Mercadinho,Caucaia,CE,2024-11-10,True
435,CLI000435,Cliente 0435,Bar,Recife,PE,2021-12-04,False
436,CLI000436,Cliente 0436,Mercadinho,São Luís,MA,2022-10-08,True
437,CLI000437,Cliente 0437,Mercadinho,São Luís,MA,2021-12-11,True
438,CLI000438,Cliente 0438,Conveniência,Feira de Santana,BA,2022-08-03,True
439,CLI000439,Cliente 0439,Conveniência,Maracanaú,CE,2021-02-11,True
440,CLI000440,Cliente 0440,Supermercado,Olinda,PE,2024-03-21,True
441,CLI000441,Cliente 0441,Mercadinho,Caucaia,CE,2025-10-01,True
442,CLI000442,Cliente 0442,Bar,Caucaia,CE,2023-12-07,True
443,CLI000443,Cliente 0443,Bar,Caucaia,CE,2025-11-15,True
444,CLI000444,Cliente 0444,Mercadinho,Maracanaú,CE,2022-02-19,True
445,CLI000445,Cliente 0445,Bar,Salvador,BA,2023-03-08,True
446,CLI000446,Cliente 0446,Supermercado,Maracanaú,CE,2025-10-20,True
447,CLI000447,Cliente 0447,Conveniência,Olinda,PE,2021-11-10,True
448,CLI000448,Cliente 0448,Conveniência,Recife,PE,2024-05-21,True
449,CLI000449,Cliente 0449,Bar,Recife,PE,2024-02-08,True
450,CLI000450,Cliente 0450,Atacado,Maracanaú,CE,2021-06-11,True
451,CLI000451,Cliente 0451,Restaurante,Feira de Santana,BA,2025-11-06,True
452,CLI000452,Cliente 0452,Mercadinho,Maracanaú,CE,2025-02-01,True
453,CLI000453,Cliente 0453,Mercadinho,Fortaleza,CE,2024-09-10,True
454,CLI000454,Cliente 0454,Bar,Feira de Santana,BA,2024-02-21,True
455,CLI000455,Cliente 0455,Restaurante,Caucaia,CE,2021-05-03,True
456,CLI000456,Cliente 0456,Supermercado,Recife,PE,2025-06-13,True
457,CLI000457,Cliente 0457,Restaurante,Maracanaú,CE,2024-12-28,True
458,CLI000458,Cliente 0458,Mercadinho,Recife,PE,2024-02-15,True
459,CLI000459,Cliente 0459,Restaurante,Fortaleza,CE,2022-02-01,True
460,CLI000460,Cliente 0460,Supermercado,Fortaleza,CE,2024-06-17,True
461,CLI000461,Cliente 0461,Supermercado,Olinda,PE,2023-03-24,True
462,CLI000462,Cliente 0462,Conveniência,Olinda,PE,2021-01-11,True
463,CLI000463,Cliente 0463,Atacado,Olinda,PE,2021-05-23,True
464,CLI000464,Cliente 0464,Bar,Maracanaú,CE,2024-09-12,True
465,CLI000465,Cliente 0465,Restaurante,Caucaia,CE,2022-05-25,True
466,CLI000466,Cliente 0466,Supermercado,Maracanaú,CE,2025-01-02,True
467,CLI000467,Cliente 0467,Supermercado,Fortaleza,CE,2021-08-12,True
468,CLI000468,Cliente 0468,Supermercado,Caucaia,CE,2021-09-26,True
469,CLI000469,Cliente 0469,Supermercado,Feira de Santana,BA,2023-04-14,True
470,CLI000470,Cliente 0470,Restaurante,Salvador,BA,2021-10-12,True
471,CLI000471,Cliente 0471,Supermercado,Fortaleza,CE,2022-09-02,True
472,CLI000472,Cliente 0472,Bar,Maracanaú,CE,2023-05-11,True
473,CLI000473,Cliente 0473,Mercadinho,São Luís,MA,2023-04-10,True
474,CLI000474,Cliente 0474,Conveniência,Olinda,PE,2025-04-15,True
475,CLI000475,Cliente 0475,Supermercado,São Luís,MA,2025-04-05,False
476,CLI000476,Cliente 0476,Mercadinho,Feira de Santana,BA,2022-09-12,True
477,CLI000477,Cliente 0477,Restaurante,Fortaleza,CE,2021-11-13,True
478,CLI000478,Cliente 0478,Mercadinho,Olinda,PE,2022-09-08,True
479,CLI000479,Cliente 0479,Supermercado,Fortaleza,CE,2023-02-02,True
480,CLI000480,Cliente 0480,Conveniência,Feira de Santana,BA,2023-08-24,True
481,CLI000481,Cliente 0481,Atacado,Maracanaú,CE,2022-11-27,True
482,CLI000482,Cliente 0482,Bar,Fortaleza,CE,2022-04-10,True
483,CLI000483,Cliente 0483,Bar,Salvador,BA,2023-06-15,True
484,CLI000484,Cliente 0484,Supermercado,Maracanaú,CE,2022-10-04,True
485,CLI000485,Cliente 0485,Bar,Caucaia,CE,2024-06-14,True
486,CLI000486,Cliente 0486,Supermercado,Salvador,BA,2024-05-15,True
487,CLI000487,Cliente 0487,Mercadinho,Maracanaú,CE,2022-11-10,True
488,CLI000488,Cliente 0488,Supermercado,Fortaleza,CE,2023-03-03,True
489,CLI000489,Cliente 0489,Bar,Salvador,BA,2025-01-22,True
490,CLI000490,Cliente 0490,Mercadinho,Caucaia,CE,2024-08-18,True
491,CLI000491,Cliente 0491,Mercadinho,Recife,PE,2024-02-26,True
492,CLI000492,Cliente 0492,Mercadinho,Maracanaú,CE,2021-04-05,True
493,CLI000493,Cliente 0493,Restaurante,Feira de Santana,BA,2021-10-19,True
494,CLI000494,Cliente 0494,Mercadinho,Maracanaú,CE,2021-04-21,True
495,CLI000495,Cliente 0495,Mercadinho,Caucaia,CE,2023-02-02,True
496,CLI000496,Cliente 0496,Supermercado,Fortaleza,CE,2025-07-27,True
497,CLI000497,Cliente 0497,Mercadinho,São Luís,MA,2024-11-14,True
498,CLI000498,Cliente 0498,Supermercado,Recife,PE,2023-05-15,True
499,CLI000499,Cliente 0499,Atacado,Fortaleza,CE,2025-10-08,True
500,CLI000500,Cliente 0500,Bar,São Luís,MA,2025-08-02,True
501,CLI000501,Cliente 0501,Supermercado,Feira de Santana,BA,2024-04-21,True
502,CLI000502,Cliente 0502,Conveniência,Recife,PE,2025-01-13,True
503,CLI000503,Cliente 0503,Bar,Salvador,BA,2025-08-12,True
504,CLI000504,Cliente 0504,Bar,Salvador,BA,2023-03-01,True
505,CLI000505,Cliente 0505,Mercadinho,Recife,PE,2023-01-26,True
506,CLI000506,Cliente 0506,Atacado,Salvador,BA,2022-03-04,True
507,CLI000507,Cliente 0507,Restaurante,Recife,PE,2025-12-02,True
508,CLI000508,Cliente 0508,Atacado,Recife,PE,2024-06-27,True
509,CLI000509,Cliente 0509,Supermercado,Caucaia,CE,2022-10-11,True
510,CLI000510,Cliente 0510,Atacado,Salvador,BA,2021-12-23,True
511,CLI000511,Cliente 0511,Atacado,Caucaia,CE,2022-08-18,True
512,CLI000512,Cliente 0512,Mercadinho,São Luís,MA,2021-01-08,True
513,CLI000513,Cliente 0513,Atacado,Fortaleza,CE,2024-01-11,True
514,CLI000514,Cliente 0514,Supermercado,Recife,PE,2023-12-06,True
515,CLI000515,Cliente 0515,Mercadinho,Salvador,BA,2021-03-19,True
516,CLI000516,Cliente 0516,Mercadinho,Caucaia,CE,2025-06-03,True
517,CLI000517,Cliente 0517,Atacado,Feira de Santana,BA,2021-06-10,True
518,CLI000518,Cliente 0518,Conveniência,Caucaia,CE,2024-11-16,True
519,CLI000519,Cliente 0519,Conveniência,Caucaia,CE,2025-12-20,True
520,CLI000520,Cliente 0520,Conveniência,Recife,PE,2025-03-13,True
521,CLI000521,Cliente 0521,Supermercado,Olinda,PE,2022-12-01,True
522,CLI000522,Cliente 0522,Atacado,Feira de Santana,BA,2021-03-20,True
523,CLI000523,Cliente 0523,Conveniência,Recife,PE,2025-02-16,True
524,CLI000524,Cliente 0524,Supermercado,Maracanaú,CE,2023-06-06,True
525,CLI000525,Cliente 0525,Conveniência,Maracanaú,CE,2023-08-01,True
526,CLI000526,Cliente 0526,Conveniência,Recife,PE,2021-06-09,True
527,CLI000527,Cliente 0527,Mercadinho,Fortaleza,CE,2024-08-24,True
528,CLI000528,Cliente 0528,Bar,Caucaia,CE,2024-07-12,True
529,CLI000529,Cliente 0529,Bar,Maracanaú,CE,2025-11-25,True
530,CLI000530,Cliente 0530,Bar,Caucaia,CE,2021-01-10,False
531,CLI000531,Cliente 0531,Mercadinho,Olinda,PE,2021-06-06,True
532,CLI000532,Cliente 0532,Conveniência,Caucaia,CE,2021-09-03,True
533,CLI000533,Cliente 0533,Conveniência,São Luís,MA,2021-07-21,True
534,CLI000534,Cliente 0534,Supermercado,Feira de Santana,BA,2021-02-11,True
535,CLI000535,Cliente 0535,Bar,Recife,PE,2025-12-24,True
536,CLI000536,Cliente 0536,Restaurante,Olinda,PE,2022-02-02,True
537,CLI000537,Cliente 0537,Supermercado,São Luís,MA,2021-06-01,True
538,CLI000538,Cliente 0538,Conveniência,Olinda,PE,2025-08-07,True
539,CLI000539,Cliente 0539,Supermercado,Recife,PE,2023-02-16,True
540,CLI000540,Cliente 0540,Bar,Olinda,PE,2024-08-22,True
541,CLI000541,Cliente 0541,Supermercado,Feira de Santana,BA,2023-07-12,True
542,CLI000542,Cliente 0542,Restaurante,Fortaleza,CE,2024-08-09,True
543,CLI000543,Cliente 0543,Atacado,Olinda,PE,2021-03-25,True
544,CLI000544,Cliente 0544,Mercadinho,Maracanaú,CE,2023-09-14,True
545,CLI000545,Cliente 0545,Atacado,Recife,PE,2021-07-27,True
546,CLI000546,Cliente 0546,Atacado,São Luís,MA,2022-08-10,True
547,CLI000547,Cliente 0547,Atacado,Fortaleza,CE,2025-09-26,True
548,CLI000548,Cliente 0548,Mercadinho,Caucaia,CE,2024-03-06,True
549,CLI000549,Cliente 0549,Supermercado,Recife,PE,2021-07-03,True
550,CLI000550,Cliente 0550,Supermercado,Feira de Santana,BA,2022-10-09,True
551,CLI000551,Cliente 0551,Mercadinho,Maracanaú,CE,2024-09-13,True
552,CLI000552,Cliente 0552,Atacado,Olinda,PE,2024-01-26,True
553,CLI000553,Cliente 0553,Mercadinho,Feira de Santana,BA,2024-03-05,True
554,CLI000554,Cliente 0554,Mercadinho,Maracanaú,CE,2025-02-26,True
555,CLI000555,Cliente 0555,Bar,Salvador,BA,2023-07-21,True
556,CLI000556,Cliente 0556,Mercadinho,São Luís,MA,2022-05-13,True
557,CLI000557,Cliente 0557,Mercadinho,Feira de Santana,BA,2024-06-23,True
558,CLI000558,Cliente 0558,Restaurante,São Luís,MA,2023-01-11,True
559,CLI000559,Cliente 0559,Restaurante,Olinda,PE,2023-08-28,True
560,CLI000560,Cliente 0560,Supermercado,Maracanaú,CE,2022-05-24,True
561,CLI000561,Cliente 0561,Restaurante,Salvador,BA,2024-10-21,True
562,CLI000562,Cliente 0562,Supermercado,São Luís,MA,2024-12-16,True
563,CLI000563,Cliente 0563,Mercadinho,Salvador,BA,2025-03-03,True
564,CLI000564,Cliente 0564,Supermercado,Feira de Santana,BA,2025-10-01,True
565,CLI000565,Cliente 0565,Mercadinho,Recife,PE,2022-01-15,True
566,CLI000566,Cliente 0566,Conveniência,Salvador,BA,2022-05-12,True
567,CLI000567,Cliente 0567,Conveniência,Feira de Santana,BA,2021-11-01,True
568,CLI000568,Cliente 0568,Atacado,São Luís,MA,2024-03-28,True
569,CLI000569,Cliente 0569,Restaurante,Salvador,BA,2022-05-24,True
570,CLI000570,Cliente 0570,Restaurante,Maracanaú,CE,2021-07-02,True
571,CLI000571,Cliente 0571,Supermercado,Recife,PE,2022-11-07,True
572,CLI000572,Cliente 0572,Atacado,Feira de Santana,BA,2021-11-01,True
573,CLI000573,Cliente 0573,Conveniência,Caucaia,CE,2022-10-26,False
574,CLI000574,Cliente 0574,Atacado,Olinda,PE,2023-12-23,True
575,CLI000575,Cliente 0575,Bar,Feira de Santana,BA,2023-08-09,True
576,CLI000576,Cliente 0576,Conveniência,Olinda,PE,2025-10-13,True
577,CLI000577,Cliente 0577,Atacado,Fortaleza,CE,2023-09-21,True
578,CLI000578,Cliente 0578,Restaurante,Olinda,PE,2021-08-03,True
579,CLI000579,Cliente 0579,Conveniência,Olinda,PE,2023-05-09,True
580,CLI000580,Cliente 0580,Supermercado,Olinda,PE,2022-09-25,True
581,CLI000581,Cliente 0581,Atacado,Fortaleza,CE,2024-11-11,True
582,CLI000582,Cliente 0582,Conveniência,Fortaleza,CE,2024-05-09,True
583,CLI000583,Cliente 0583,Bar,Feira de Santana,BA,2021-10-23,True
584,CLI000584,Cliente 0584,Restaurante,Recife,PE,2022-11-18,True
585,CLI000585,Cliente 0585,Conveniência,São Luís,MA,2023-09-10,True
586,CLI000586,Cliente 0586,Restaurante,Caucaia,CE,2021-08-05,True
587,CLI000587,Cliente 0587,Conveniência,Caucaia,CE,2023-11-03,True
588,CLI000588,Cliente 0588,Conveniência,Recife,PE,2023-07-26,True
589,CLI000589,Cliente 0589,Restaurante,Salvador,BA,2025-05-15,True
590,CLI000590,Cliente 0590,Mercadinho,São Luís,MA,2025-10-20,True
591,CLI000591,Cliente 0591,Atacado,Recife,PE,2021-11-13,True
592,CLI000592,Cliente 0592,Mercadinho,Feira de Santana,BA,2022-03-07,True
593,CLI000593,Cliente 0593,Supermercado,São Luís,MA,2023-12-06,True
594,CLI000594,Cliente 0594,Restaurante,São Luís,MA,2022-06-21,True
595,CLI000595,Cliente 0595,Restaurante,São Luís,MA,2022-03-19,True
596,CLI000596,Cliente 0596,Mercadinho,São Luís,MA,2022-10-14,True
597,CLI000597,Cliente 0597,Bar,Feira de Santana,BA,2024-07-01,True
598,CLI000598,Cliente 0598,Conveniência,Recife,PE,2023-01-11,True
599,CLI000599,Cliente 0599,Mercadinho,Recife,PE,2021-11-24,True
600,CLI000600,Cliente 0600,Restaurante,Salvador,BA,2022-02-13,True
601,CLI000601,Cliente 0601,Supermercado,Olinda,PE,2021-01-10,True
602,CLI000602,Cliente 0602,Conveniência,São Luís,MA,2025-10-17,True
603,CLI000603,Cliente 0603,Restaurante,Caucaia,CE,2024-06-25,True
604,CLI000604,Cliente 0604,Mercadinho,Feira de Santana,BA,2022-04-24,True
605,CLI000605,Cliente 0605,Conveniência,Recife,PE,2021-10-17,True
606,CLI000606,Cliente 0606,Conveniência,Salvador,BA,2021-07-21,True
607,CLI000607,Cliente 0607,Atacado,Fortaleza,CE,2021-11-04,True
608,CLI000608,Cliente 0608,Mercadinho,Fortaleza,CE,2021-07-15,True
609,CLI000609,Cliente 0609,Bar,Olinda,PE,2022-04-23,True
610,CLI000610,Cliente 0610,Restaurante,Fortaleza,CE,2024-11-04,True
611,CLI000611,Cliente 0611,Atacado,Olinda,PE,2025-12-05,True
612,CLI000612,Cliente 0612,Atacado,Maracanaú,CE,2025-02-10,True
613,CLI000613,Cliente 0613,Bar,Maracanaú,CE,2022-10-07,True
614,CLI000614,Cliente 0614,Restaurante,Recife,PE,2024-05-06,True
615,CLI000615,Cliente 0615,Supermercado,São Luís,MA,2024-06-08,False
616,CLI000616,Cliente 0616,Mercadinho,Maracanaú,CE,2025-11-16,True
617,CLI000617,Cliente 0617,Atacado,Maracanaú,CE,2021-12-24,True
618,CLI000618,Cliente 0618,Conveniência,Olinda,PE,2022-08-10,True
619,CLI000619,Cliente 0619,Mercadinho,Fortaleza,CE,2022-01-28,True
620,CLI000620,Cliente 0620,Bar,Salvador,BA,2021-02-28,True
621,CLI000621,Cliente 0621,Mercadinho,Fortaleza,CE,2022-11-21,True
622,CLI000622,Cliente 0622,Bar,Salvador,BA,2025-05-24,True
623,CLI000623,Cliente 0623,Supermercado,Salvador,BA,2021-07-13,True
624,CLI000624,Cliente 0624,Bar,Olinda,PE,2024-07-21,True
625,CLI000625,Cliente 0625,Mercadinho,Caucaia,CE,2022-12-24,True
626,CLI000626,Cliente 0626,Mercadinho,Caucaia,CE,2024-10-16,True
627,CLI000627,Cliente 0627,Supermercado,São Luís,MA,2025-07-25,True
628,CLI000628,Cliente 0628,Conveniência,Fortaleza,CE,2022-08-16,True
629,CLI000629,Cliente 0629,Bar,Feira de Santana,BA,2021-02-09,True
630,CLI000630,Cliente 0630,Conveniência,Fortaleza,CE,2025-12-19,True
631,CLI000631,Cliente 0631,Conveniência,Recife,PE,2023-09-17,True
632,CLI000632,Cliente 0632,Bar,Maracanaú,CE,2022-08-12,True
633,CLI000633,Cliente 0633,Supermercado,Feira de Santana,BA,2025-10-02,False
634,CLI000634,Cliente 0634,Atacado,Caucaia,CE,2024-08-28,True
635,CLI000635,Cliente 0635,Restaurante,São Luís,MA,2022-06-09,True
636,CLI000636,Cliente 0636,Atacado,Recife,PE,2024-07-27,True
637,CLI000637,Cliente 0637,Bar,São Luís,MA,2025-08-03,True
638,CLI000638,Cliente 0638,Restaurante,São Luís,MA,2021-08-24,True
639,CLI000639,Cliente 0639,Bar,Maracanaú,CE,2024-01-18,True
640,CLI000640,Cliente 0640,Atacado,Maracanaú,CE,2025-11-10,True
641,CLI000641,Cliente 0641,Conveniência,Recife,PE,2024-06-12,True
642,CLI000642,Cliente 0642,Bar,Recife,PE,2023-09-25,True
643,CLI000643,Cliente 0643,Conveniência,São Luís,MA,2023-12-15,True
644,CLI000644,Cliente 0644,Mercadinho,Recife,PE,2023-06-27,True
645,CLI000645,Cliente 0645,Atacado,Olinda,PE,2025-06-23,True
646,CLI000646,Cliente 0646,Bar,Caucaia,CE,2022-12-24,True
647,CLI000647,Cliente 0647,Restaurante,Maracanaú,CE,2025-04-07,True
648,CLI000648,Cliente 0648,Supermercado,Feira de Santana,BA,2024-04-23,True
649,CLI000649,Cliente 0649,Mercadinho,Feira de Santana,BA,2025-02-25,True
650,CLI000650,Cliente 0650,Conveniência,São Luís,MA,2025-09-05,True
651,CLI000651,Cliente 0651,Atacado,Fortaleza,CE,2021-09-14,True
652,CLI000652,Cliente 0652,Atacado,São Luís,MA,2022-12-19,True
653,CLI000653,Cliente 0653,Mercadinho,Caucaia,CE,2024-11-20,True
654,CLI000654,Cliente 0654,Atacado,Salvador,BA,2024-07-20,True
655,CLI000655,Cliente 0655,Restaurante,Recife,PE,2024-06-10,True
656,CLI000656,Cliente 0656,Supermercado,Caucaia,CE,2024-10-23,True
657,CLI000657,Cliente 0657,Conveniência,Olinda,PE,2025-06-23,True
658,CLI000658,Cliente 0658,Supermercado,Recife,PE,2022-10-23,True
659,CLI000659,Cliente 0659,Conveniência,Salvador,BA,2022-12-21,True
660,CLI000660,Cliente 0660,Atacado,Caucaia,CE,2025-12-21,True
661,CLI000661,Cliente 0661,Restaurante,Maracanaú,CE,2025-08-19,True
662,CLI000662,Cliente 0662,Conveniência,Feira de Santana,BA,2025-05-28,True
663,CLI000663,Cliente 0663,Atacado,Fortaleza,CE,2021-01-13,True
664,CLI000664,Cliente 0664,Supermercado,Fortaleza,CE,2023-03-10,True
665,CLI000665,Cliente 0665,Mercadinho,Caucaia,CE,2023-04-25,True
666,CLI000666,Cliente 0666,Bar,Salvador,BA,2021-10-28,True
667,CLI000667,Cliente 0667,Conveniência,Recife,PE,2025-07-08,True
668,CLI000668,Cliente 0668,Conveniência,Olinda,PE,2021-07-13,True
669,CLI000669,Cliente 0669,Atacado,Salvador,BA,2021-01-24,True
670,CLI000670,Cliente 0670,Supermercado,São Luís,MA,2023-10-18,True
671,CLI000671,Cliente 0671,Conveniência,Recife,PE,2022-05-15,True
672,CLI000672,Cliente 0672,Supermercado,Maracanaú,CE,2022-12-17,True
673,CLI000673,Cliente 0673,Bar,Fortaleza,CE,2023-09-09,True
674,CLI000674,Cliente 0674,Mercadinho,Olinda,PE,2023-08-23,True
675,CLI000675,Cliente 0675,Supermercado,Fortaleza,CE,2023-10-02,True
676,CLI000676,Cliente 0676,Bar,Olinda,PE,2025-09-12,True
677,CLI000677,Cliente 0677,Atacado,Salvador,BA,2022-03-17,True
678,CLI000678,Cliente 0678,Bar,Caucaia,CE,2025-09-13,True
679,CLI000679,Cliente 0679,Supermercado,Recife,PE,2023-06-12,True
